"Team","League","Year.x","RS","RA.x","W.x","OBP","SLG","BA","Playoffs.x","RankSeason","RankPlayoffs","G.x","OOBP","OSLG","Playoffs2","current.x","join_val","X.x","Rk","Year.y","Tm.x","Lg","G.y","W.y","L.x","Ties","W.L..x","pythW.L.","Finish","GB","Playoffs.y","R.x","RA.y","Attendance","BatAge","PAge.x","Num.Bat","Num.P","Top.Player","Managers","current.y","WAR","Abv","X.y","Tm.y","X.P","PAge.y","RA.G","W","L.y","W.L..y","ERA","G","GS","GF","CG","tSho","cSho","SV","IP","H","R.y","ER","HR","BB","IBB","SO","HBP","BK","WP","BF","ERA.","FIP","WHIP","H9","HR9","BB9","SO9","SO.W","LOB","Year","current","ERAP","SV.G","CG.G","tSho.G","cSho.G","RS.G","win_adj"
"ATL","NL",1988,555,741,54,0.298,0.348,0.242,0,NA,NA,160,NA,NA,"NO","ATL","ATL - 1988",48,29,1988,"Atlanta Braves","NL West",160,54,106,0,0.338,0.371,"6th of 6","39.5","",555,741,848089,28.9,27.4,40,19,"P.Smith (3.2)","C.Tanner (12-27) and R.Nixon (42-79)","Atlanta Braves",3.2,"ATL",619,"ATL",19,27.4,4.63,54,106,0.338,4.09,160,160,146,14,4,3,25,1446,1481,741,657,108,524,65,810,43,28,45,6246,90,3.8,1.387,9.2,0.7,3.3,5,1.55,7.29375,1988,"ATL",90,0.15625,0.0875,0.025,0.01875,3.46875,54.675
"BAL","AL",1988,550,789,54,0.305,0.359,0.238,0,NA,NA,161,NA,NA,"NO","BAL","BAL - 1988",189,29,1988,"Baltimore Orioles","AL East",161,54,107,0,0.335,0.341,"7th of 7","34.5","",550,789,1660738,27.7,27.3,43,21,"C.Ripken (5.7)","C.Ripken (0-6) and F.Robinson (54-101)","Baltimore Orioles",5.7,"BAL",620,"BAL",21,27.3,4.9,54,107,0.335,4.54,161,161,141,20,7,2,26,1416,1506,789,714,153,523,48,709,43,25,42,6141,86,4.37,1.433,9.6,1,3.3,4.5,1.36,6.85714285714286,1988,"BAL",86,0.161490683229814,0.124223602484472,0.0434782608695652,0.0124223602484472,3.41614906832298,54.3354037267081
"BOS","AL",1988,813,689,89,0.357,0.42,0.283,1,4,3,162,NA,NA,"YES","BOS","BOS - 1988",305,29,1988,"Boston Red Sox","AL East",162,89,73,0,0.549,0.575,"1st of 7","--","Lost ALCS (4-0)",813,689,2464851,28.8,28.7,37,17,"W.Boggs (8.2)","J.McNamara (43-42) and J.Morgan (46-31)","Boston Red Sox",8.2,"BOS",621,"BOS",17,28.7,4.25,89,73,0.549,3.97,162,162,136,26,14,10,37,1426.1,1415,689,629,143,493,34,1085,37,39,45,6088,104,3.67,1.338,8.9,0.9,3.1,6.8,2.2,6.91358024691358,1988,"BOS",104,0.228395061728395,0.160493827160494,0.0864197530864197,0.0617283950617284,5.01851851851852,89
"CAL","AL",1988,714,771,75,0.321,0.385,0.261,0,NA,NA,162,NA,NA,"NO","LAA","LAA - 1988",1172,29,1988,"California Angels","AL West",162,75,87,0,0.463,0.465,"4th of 7","29","",714,771,2340925,29.5,27.4,44,19,"D.Schofield (3.7)","C.Rojas (75-79) and M.Stubing (0-8)","Los Angeles Angels of Anaheim",3.7,"LAA",622,"CAL",19,27.4,4.76,75,87,0.463,4.32,162,162,136,26,9,6,33,1455.2,1503,771,698,135,568,67,817,42,37,68,6299,90,4.11,1.423,9.3,0.8,3.5,5.1,1.44,7.16666666666667,1988,"LAA",90,0.203703703703704,0.160493827160494,0.0555555555555556,0.037037037037037,4.40740740740741,75
"CHC","NL",1988,660,694,77,0.31,0.383,0.261,0,NA,NA,163,NA,NA,"NO","CHC","CHC - 1988",421,29,1988,"Chicago Cubs","NL East",163,77,85,1,0.475,0.477,"4th of 6","24","",660,694,2089034,27.6,27.1,39,18,"G.Maddux (5.7)","D.Zimmer (77-85)","Chicago Cubs",5.7,"CHC",623,"CHC",18,27.1,4.26,77,85,0.475,3.84,163,163,133,30,10,9,29,1464.1,1494,694,625,115,490,75,897,31,26,56,6276,94,3.63,1.355,9.2,0.7,3,5.5,1.83,7.29447852760736,1988,"CHC",94,0.177914110429448,0.184049079754601,0.0613496932515337,0.0552147239263804,4.04907975460123,76.5276073619632
"CHW","AL",1988,631,757,71,0.303,0.37,0.244,0,NA,NA,161,NA,NA,"NO","CHW","CHW - 1988",562,29,1988,"Chicago White Sox","AL West",161,71,90,0,0.441,0.417,"5th of 7","32.5","",631,757,1115749,27.3,26.6,44,21,"O.Guillen (3.4)","J.Fregosi (71-90)","Chicago White Sox",3.4,"CHW",624,"CHW",21,26.6,4.7,71,90,0.441,4.12,161,161,150,11,9,2,43,1439,1467,757,659,138,533,34,754,35,30,61,6206,97,4.15,1.39,9.2,0.9,3.3,4.7,1.41,7.03105590062112,1988,"CHW",97,0.267080745341615,0.0683229813664596,0.0559006211180124,0.0124223602484472,3.91925465838509,71.4409937888199
"CIN","NL",1988,641,596,87,0.309,0.368,0.246,0,NA,NA,161,NA,NA,"NO","CIN","CIN - 1988",678,29,1988,"Cincinnati Reds","NL West",161,87,74,0,0.54,0.533,"2nd of 6","7","",641,596,2072528,27.5,26.7,45,20,"B.Larkin (7.0)","P.Rose (75-59) and T.Helms (12-15)","Cincinnati Reds",7,"CIN",625,"CIN",20,26.7,3.7,87,74,0.54,3.35,161,161,137,24,13,10,43,1455,1271,596,541,121,504,62,934,27,37,33,6017,108,3.66,1.22,7.9,0.7,3.1,5.8,1.85,6.55900621118012,1988,"CIN",108,0.267080745341615,0.149068322981366,0.0807453416149068,0.062111801242236,3.98136645962733,87.5403726708075
"CLE","AL",1988,666,731,78,0.314,0.387,0.261,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1988",813,29,1988,"Cleveland Indians","AL East",162,78,84,0,0.481,0.457,"6th of 7","11","",666,731,1411610,28.1,27,44,18,"G.Swindell (5.9)","D.Edwards (78-84)","Cleveland Indians",5.9,"CLE",626,"CLE",18,27,4.51,78,84,0.481,4.16,162,162,127,35,10,7,46,1434,1501,731,663,120,442,28,812,38,38,36,6145,98,3.73,1.355,9.4,0.8,2.8,5.1,1.84,6.8641975308642,1988,"CLE",98,0.283950617283951,0.216049382716049,0.0617283950617284,0.0432098765432099,4.11111111111111,78
"DET","AL",1988,703,658,88,0.324,0.378,0.25,0,NA,NA,162,NA,NA,"NO","DET","DET - 1988",953,29,1988,"Detroit Tigers","AL East",162,88,74,0,0.543,0.53,"2nd of 7","1","",703,658,2081162,32.1,31.1,37,14,"A.Trammell (6.0)","S.Anderson (88-74)","Detroit Tigers",6,"DET",627,"DET",14,31.1,4.06,88,74,0.543,3.71,162,162,128,34,8,6,36,1445.2,1361,658,596,150,497,68,890,32,27,57,6113,103,3.98,1.285,8.5,0.9,3.1,5.5,1.79,6.90123456790123,1988,"DET",103,0.222222222222222,0.209876543209877,0.0493827160493827,0.037037037037037,4.33950617283951,88
"HOU","NL",1988,617,631,82,0.306,0.351,0.244,0,NA,NA,162,NA,NA,"NO","HOU","HOU - 1988",1069,29,1988,"Houston Astros","NL West",162,82,80,0,0.506,0.49,"5th of 6","12.5","",617,631,1933505,29.5,33.1,39,15,"G.Davis (4.2)","H.Lanier (82-80)","Houston Astros",4.2,"HOU",628,"HOU",15,33.1,3.9,82,80,0.506,3.41,162,162,141,21,15,10,40,1474.2,1339,631,558,123,478,73,1049,37,34,31,6184,98,3.48,1.232,8.2,0.8,2.9,6.4,2.19,6.96913580246914,1988,"HOU",98,0.246913580246914,0.12962962962963,0.0925925925925926,0.0617283950617284,3.80864197530864,82
"KCR","AL",1988,704,648,84,0.321,0.391,0.259,0,NA,NA,161,NA,NA,"NO","KCR","KCR - 1988",1124,29,1988,"Kansas City Royals","AL West",161,84,77,0,0.522,0.538,"3rd of 7","19.5","",704,648,2350181,29.5,29,41,17,"M.Gubicza (7.8)","J.Wathan (84-77)","Kansas City Royals",7.8,"KCR",629,"KCR",17,29,4.02,84,77,0.522,3.65,161,161,132,29,12,9,32,1428.1,1415,648,580,102,465,39,886,33,27,55,6050,110,3.5,1.316,8.9,0.6,2.9,5.6,1.91,6.93788819875776,1988,"KCR",110,0.198757763975155,0.180124223602484,0.0745341614906832,0.0559006211180124,4.37267080745342,84.5217391304348
"LAD","NL",1988,628,544,94,0.305,0.352,0.248,1,3,1,162,NA,NA,"YES","LAD","LAD - 1988",1228,29,1988,"Los Angeles Dodgers","NL West",162,94,67,1,0.584,0.565,"1st of 6","--","Won WS (4-1)",628,544,2980262,29,29.2,38,19,"O.Hershiser (7.1)","T.Lasorda (94-67)","Los Angeles Dodgers",7.1,"LAD",630,"LAD",19,29.2,3.36,94,67,0.584,2.96,162,162,130,32,24,15,49,1463.1,1291,544,482,84,473,61,1029,22,30,43,6050,114,3.12,1.205,7.9,0.5,2.9,6.3,2.18,6.88888888888889,1988,"LAD",114,0.302469135802469,0.197530864197531,0.148148148148148,0.0925925925925926,3.87654320987654,94
"MIL","AL",1988,682,616,87,0.314,0.375,0.257,0,NA,NA,162,NA,NA,"NO","MIL","MIL - 1988",1385,29,1988,"Milwaukee Brewers","AL East",162,87,75,0,0.537,0.546,"3rd of 7","2","",682,616,1923238,28.4,27.2,35,14,"T.Higuera (7.4)","T.Trebelhorn (87-75)","Milwaukee Brewers",7.4,"MIL",631,"MIL",14,27.2,3.8,87,75,0.537,3.45,162,162,132,30,8,6,51,1449.1,1355,616,555,125,437,47,832,19,39,36,6027,116,3.69,1.236,8.4,0.8,2.7,5.2,1.9,6.56172839506173,1988,"MIL",116,0.314814814814815,0.185185185185185,0.0493827160493827,0.037037037037037,4.20987654320988,87
"MIN","AL",1988,759,672,91,0.34,0.421,0.274,0,NA,NA,162,NA,NA,"NO","MIN","MIN - 1988",1433,29,1988,"Minnesota Twins","AL West",162,91,71,0,0.562,0.555,"2nd of 7","13","",759,672,3030672,28.5,30,41,20,"F.Viola (7.7)","T.Kelly (91-71)","Minnesota Twins",7.7,"MIN",632,"MIN",20,30,4.15,91,71,0.562,3.93,162,162,144,18,9,4,52,1431.2,1457,672,625,146,453,28,897,42,38,43,6064,104,3.88,1.334,9.2,0.9,2.8,5.6,1.98,6.77160493827161,1988,"MIN",104,0.320987654320988,0.111111111111111,0.0555555555555556,0.0246913580246914,4.68518518518519,91
"MON","NL",1988,628,592,81,0.309,0.373,0.251,0,NA,NA,163,NA,NA,"NO","WSN","WSN - 1988",2575,29,1988,"Montreal Expos","NL East",163,81,81,1,0.5,0.527,"3rd of 6","20","",628,592,1478659,28.2,29,40,17,"A.Galarraga (5.7)","B.Rodgers (81-81)","Washington Nationals",5.7,"WSN",633,"MON",17,29,3.63,81,81,0.5,3.08,163,163,145,18,12,6,43,1482.2,1310,592,508,122,476,61,923,36,41,39,6129,117,3.63,1.205,8,0.7,2.9,5.6,1.94,6.68098159509202,1988,"WSN",117,0.263803680981595,0.110429447852761,0.0736196319018405,0.0368098159509202,3.85276073619632,80.5030674846626
"NYM","NL",1988,703,532,100,0.325,0.396,0.256,1,2,3,160,NA,NA,"YES","NYM","NYM - 1988",1549,29,1988,"New York Mets","NL East",160,100,60,0,0.625,0.625,"1st of 6","--","Lost NLCS (4-3)",703,532,3055445,27.8,26.6,32,15,"D.Cone (5.8)","D.Johnson (100-60)","New York Mets",5.8,"NYM",634,"NYM",15,26.6,3.33,100,60,0.625,2.91,160,160,129,31,22,17,46,1439,1253,532,465,78,404,33,1100,35,40,41,5877,111,2.86,1.151,7.8,0.5,2.5,6.9,2.72,6.425,1988,"NYM",111,0.2875,0.19375,0.1375,0.10625,4.39375,101.25
"NYY","AL",1988,772,748,85,0.333,0.395,0.263,0,NA,NA,161,NA,NA,"NO","NYY","NYY - 1988",1604,29,1988,"New York Yankees","AL East",161,85,76,0,0.528,0.514,"5th of 7","3.5","",772,748,2633701,30.5,32.3,41,18,"R.Henderson (6.3)","B.Martin (40-28) and L.Piniella (45-48)","New York Yankees",6.3,"NYY",635,"NYY",18,32.3,4.65,85,76,0.528,4.26,161,161,145,16,5,4,43,1456,1512,748,689,157,487,42,861,49,41,36,6291,93,4.09,1.373,9.3,1,3,5.3,1.77,7.29813664596273,1988,"NYY",93,0.267080745341615,0.0993788819875776,0.031055900621118,0.0248447204968944,4.79503105590062,85.527950310559
"OAK","AL",1988,800,620,104,0.336,0.399,0.263,1,1,2,162,NA,NA,"YES","OAK","OAK - 1988",1718,29,1988,"Oakland Athletics","AL West",162,104,58,0,0.642,0.615,"1st of 7","--","Lost WS (4-1)",800,620,2287335,28,28.8,35,15,"J.Canseco (7.2)","T.La Russa (104-58)","Oakland Athletics",7.2,"OAK",636,"OAK",15,28.8,3.83,104,58,0.642,3.44,162,162,140,22,9,4,64,1489.1,1376,620,569,116,553,27,983,29,76,62,6256,111,3.63,1.295,8.3,0.7,3.3,5.9,1.78,7.20987654320988,1988,"OAK",111,0.395061728395062,0.135802469135802,0.0555555555555556,0.0246913580246914,4.93827160493827,104
"PHI","NL",1988,597,734,65,0.306,0.355,0.239,0,NA,NA,162,NA,NA,"NO","PHI","PHI - 1988",1834,29,1988,"Philadelphia Phillies","NL East",162,65,96,1,0.404,0.407,"6th of 6","35.5","",597,734,1990041,29,29,43,21,"K.Gross (3.6)","L.Elia (60-92) and J.Vukovich (5-4)","Philadelphia Phillies",3.6,"PHI",637,"PHI",21,29,4.53,65,96,0.404,4.14,162,162,146,16,6,3,36,1433,1447,734,659,118,628,79,859,36,19,52,6269,86,4.03,1.448,9.1,0.7,3.9,5.4,1.37,7.62962962962963,1988,"PHI",86,0.222222222222222,0.0987654320987654,0.037037037037037,0.0185185185185185,3.68518518518519,65
"PIT","NL",1988,651,616,85,0.317,0.369,0.247,0,NA,NA,160,NA,NA,"NO","PIT","PIT - 1988",1968,29,1988,"Pittsburgh Pirates","NL East",160,85,75,0,0.531,0.525,"2nd of 6","15","",651,616,1866713,26,26.2,42,18,"A.Van Slyke (6.4)","J.Leyland (85-75)","Pittsburgh Pirates",6.4,"PIT",638,"PIT",18,26.2,3.85,85,75,0.531,3.47,160,160,148,12,11,4,46,1440.2,1349,616,555,108,469,47,790,32,40,66,6032,98,3.69,1.262,8.4,0.7,2.9,4.9,1.68,6.8375,1988,"PIT",98,0.2875,0.075,0.06875,0.025,4.06875,86.0625
"SDP","NL",1988,594,583,83,0.31,0.351,0.247,0,NA,NA,161,NA,NA,"NO","SDP","SDP - 1988",2103,29,1988,"San Diego Padres","NL West",161,83,78,0,0.516,0.509,"3rd of 6","11","",594,583,1506896,27.2,28,35,14,"R.Alomar (4.3)","L.Bowa (16-30) and J.McKeon (67-48)","San Diego Padres",4.3,"SDP",639,"SDP",14,28,3.62,83,78,0.516,3.28,161,161,131,30,9,4,39,1449,1332,583,528,112,439,52,885,21,16,41,5981,105,3.5,1.222,8.3,0.7,2.7,5.5,2.02,6.52795031055901,1988,"SDP",105,0.242236024844721,0.186335403726708,0.0559006211180124,0.0248447204968944,3.68944099378882,83.5155279503106
"SEA","AL",1988,664,744,68,0.317,0.398,0.257,0,NA,NA,161,NA,NA,"NO","SEA","SEA - 1988",2285,29,1988,"Seattle Mariners","AL West",161,68,93,0,0.422,0.448,"7th of 7","35.5","",664,744,1022398,27,26.4,40,17,"M.Langston (5.7)","D.Williams (23-33) and J.Snyder (45-60)","Seattle Mariners",5.7,"SEA",640,"SEA",17,26.4,4.62,68,93,0.422,4.15,161,161,133,28,11,8,28,1428,1385,744,659,144,558,57,981,36,55,50,6092,100,3.95,1.361,8.7,0.9,3.5,6.2,1.76,6.60869565217391,1988,"SEA",100,0.173913043478261,0.173913043478261,0.0683229813664596,0.0496894409937888,4.12422360248447,68.4223602484472
"SFG","NL",1988,670,626,83,0.318,0.368,0.248,0,NA,NA,162,NA,NA,"NO","SFG","SFG - 1988",2151,29,1988,"San Francisco Giants","NL West",162,83,79,0,0.512,0.531,"4th of 6","11.5","",670,626,1785297,28.3,31.1,43,18,"B.Butler (6.8)","R.Craig (83-79)","San Francisco Giants",6.8,"SFG",641,"SFG",18,31.1,3.86,83,79,0.512,3.39,162,162,137,25,13,11,42,1462.1,1323,626,550,99,422,68,875,30,22,44,6047,97,3.38,1.193,8.1,0.6,2.6,5.4,2.07,6.38271604938272,1988,"SFG",97,0.259259259259259,0.154320987654321,0.0802469135802469,0.0679012345679012,4.1358024691358,83
"STL","NL",1988,578,633,76,0.309,0.337,0.249,0,NA,NA,162,NA,NA,"NO","STL","STL - 1988",2325,29,1988,"St. Louis Cardinals","NL East",162,76,86,0,0.469,0.459,"5th of 6","25","",578,633,2892799,28.1,28.9,41,19,"O.Smith (6.6)","W.Herzog (76-86)","St. Louis Cardinals",6.6,"STL",642,"STL",19,28.9,3.91,76,86,0.469,3.47,162,162,145,17,14,7,42,1470.2,1387,633,567,91,486,90,881,18,33,60,6151,101,3.4,1.274,8.5,0.6,3,5.4,1.81,6.82716049382716,1988,"STL",101,0.259259259259259,0.104938271604938,0.0864197530864197,0.0432098765432099,3.5679012345679,76
"TEX","AL",1988,637,735,70,0.32,0.368,0.252,0,NA,NA,161,NA,NA,"NO","TEX","TEX - 1988",2479,29,1988,"Texas Rangers","AL West",161,70,91,0,0.435,0.435,"6th of 7","33.5","",637,735,1581901,26.7,28,41,21,"S.Buechele (4.2)","B.Valentine (70-91)","Texas Rangers",4.2,"TEX",643,"TEX",21,28,4.57,70,91,0.435,4.05,161,161,120,41,11,8,31,1438.2,1310,735,647,129,654,33,912,56,57,72,6180,100,4.15,1.365,8.2,0.8,4.1,5.7,1.39,7.01242236024845,1988,"TEX",100,0.192546583850932,0.254658385093168,0.0683229813664596,0.0496894409937888,3.95652173913043,70.4347826086957
"TOR","AL",1988,763,680,87,0.332,0.419,0.268,0,NA,NA,162,NA,NA,"NO","TOR","TOR - 1988",2535,29,1988,"Toronto Blue Jays","AL East",162,87,75,0,0.537,0.552,"3rd of 7","2","",763,680,2595175,27.4,28.9,35,16,"F.McGriff (6.2)","J.Williams (87-75)","Toronto Blue Jays",6.2,"TOR",644,"TOR",16,28.9,4.2,87,75,0.537,3.8,162,162,146,16,17,7,47,1449,1404,680,611,143,528,49,904,59,29,48,6169,103,4.02,1.333,8.7,0.9,3.3,5.6,1.71,7.04938271604938,1988,"TOR",103,0.290123456790123,0.0987654320987654,0.104938271604938,0.0432098765432099,4.70987654320988,87
"ATL","NL",1987,747,829,69,0.339,0.403,0.258,0,NA,NA,161,NA,NA,"NO","ATL","ATL - 1987",49,30,1987,"Atlanta Braves","NL West",161,69,92,0,0.429,0.452,"5th of 6","20.5","",747,829,1217402,29.6,29.2,41,20,"D.Murphy (7.7)","C.Tanner (69-92)","Atlanta Braves",7.7,"ATL",593,"ATL",20,29.2,5.15,69,92,0.429,4.63,161,161,145,16,4,4,32,1427.2,1529,829,734,163,587,55,837,39,9,42,6270,94,4.5,1.482,9.6,1,3.7,5.3,1.43,7.19254658385093,1987,"ATL",94,0.198757763975155,0.0993788819875776,0.0248447204968944,0.0248447204968944,4.63975155279503,69.4285714285714
"BAL","AL",1987,729,880,67,0.322,0.418,0.258,0,NA,NA,162,NA,NA,"NO","BAL","BAL - 1987",190,30,1987,"Baltimore Orioles","AL East",162,67,95,0,0.414,0.415,"6th of 7","31","",729,880,1835692,30.1,27.7,41,18,"E.Murray (3.8)","C.Ripken (67-95)","Baltimore Orioles",3.8,"BAL",594,"BAL",18,27.7,5.43,67,95,0.414,5.01,162,162,145,17,6,5,30,1439.2,1555,880,801,226,547,50,870,27,8,52,6278,88,4.9,1.46,9.7,1.4,3.4,5.4,1.59,6.66049382716049,1987,"BAL",88,0.185185185185185,0.104938271604938,0.037037037037037,0.0308641975308642,4.5,67
"BOS","AL",1987,842,825,78,0.352,0.43,0.278,0,NA,NA,162,NA,NA,"NO","BOS","BOS - 1987",306,30,1987,"Boston Red Sox","AL East",162,78,84,0,0.481,0.509,"5th of 7","20","",842,825,2231551,28.8,27.1,35,13,"R.Clemens (9.4)","J.McNamara (78-84)","Boston Red Sox",9.4,"BOS",595,"BOS",13,27.1,5.09,78,84,0.481,4.77,162,162,115,47,13,13,16,1436,1584,825,761,190,517,38,1034,31,9,37,6265,96,4.3,1.463,9.9,1.2,3.2,6.5,2,6.98765432098765,1987,"BOS",96,0.0987654320987654,0.290123456790123,0.0802469135802469,0.0802469135802469,5.19753086419753,78
"CAL","AL",1987,770,803,75,0.326,0.401,0.252,0,NA,NA,162,NA,NA,"NO","LAA","LAA - 1987",1173,30,1987,"California Angels","AL West",162,75,87,0,0.463,0.481,"6th of 7","10","",770,803,2696299,29.4,30.8,37,16,"D.White (5.6)","G.Mauch (75-87)","Los Angeles Angels of Anaheim",5.6,"LAA",596,"CAL",16,30.8,4.96,75,87,0.463,4.38,162,162,142,20,7,3,36,1457.1,1481,803,709,212,504,30,941,32,7,54,6221,99,4.57,1.362,9.1,1.3,3.1,5.8,1.87,6.45679012345679,1987,"LAA",99,0.222222222222222,0.123456790123457,0.0432098765432099,0.0185185185185185,4.75308641975309,75
"CHC","NL",1987,720,801,76,0.326,0.432,0.264,0,NA,NA,161,NA,NA,"NO","CHC","CHC - 1987",422,30,1987,"Chicago Cubs","NL East",161,76,85,0,0.472,0.451,"6th of 6","18.5","",720,801,2035130,28.9,27.6,36,15,"R.Sutcliffe (6.6)","G.Michael (68-68) and F.Lucchesi (8-17)","Chicago Cubs",6.6,"CHC",597,"CHC",15,27.6,4.98,76,85,0.472,4.55,161,161,150,11,5,4,48,1434.2,1524,801,726,159,628,67,1024,27,29,58,6311,94,4.25,1.5,9.6,1,3.9,6.4,1.63,7.48447204968944,1987,"CHC",94,0.298136645962733,0.0683229813664596,0.031055900621118,0.0248447204968944,4.47204968944099,76.472049689441
"CHW","AL",1987,748,746,77,0.319,0.415,0.258,0,NA,NA,162,NA,NA,"NO","CHW","CHW - 1987",563,30,1987,"Chicago White Sox","AL West",162,77,85,0,0.475,0.501,"5th of 7","8","",748,746,1208060,27.7,27.6,36,18,"I.Calderon (4.2)","J.Fregosi (77-85)","Chicago White Sox",4.2,"CHW",598,"CHW",18,27.6,4.6,77,85,0.475,4.3,162,162,133,29,12,8,37,1447.2,1436,746,691,189,537,28,792,35,3,35,6188,108,4.66,1.363,8.9,1.2,3.3,4.9,1.47,6.78395061728395,1987,"CHW",108,0.228395061728395,0.179012345679012,0.0740740740740741,0.0493827160493827,4.61728395061728,77
"CIN","NL",1987,783,752,84,0.33,0.427,0.266,0,NA,NA,162,NA,NA,"NO","CIN","CIN - 1987",679,30,1987,"Cincinnati Reds","NL West",162,84,78,0,0.519,0.518,"2nd of 6","6","",783,752,2185205,28.9,28.3,37,18,"E.Davis (7.9)","P.Rose (84-78)","Cincinnati Reds",7.9,"CIN",599,"CIN",18,28.3,4.64,84,78,0.519,4.24,162,162,155,7,6,2,44,1452.1,1486,752,685,170,485,68,919,22,13,33,6188,100,4.17,1.357,9.2,1.1,3,5.7,1.89,6.66049382716049,1987,"CIN",100,0.271604938271605,0.0432098765432099,0.037037037037037,0.0123456790123457,4.83333333333333,84
"CLE","AL",1987,742,957,61,0.324,0.422,0.263,0,NA,NA,162,NA,NA,"NO","CLE","CLE - 1987",814,30,1987,"Cleveland Indians","AL East",162,61,101,0,0.377,0.386,"7th of 7","37","",742,957,1077898,27.7,30.5,44,21,"B.Butler (4.9)","P.Corrales (31-56) and D.Edwards (30-45)","Cleveland Indians",4.9,"CLE",600,"CLE",21,30.5,5.91,61,101,0.377,5.28,162,162,138,24,8,4,25,1422.2,1566,957,835,219,606,28,849,50,12,74,6395,86,5.06,1.527,9.9,1.4,3.8,5.4,1.4,7.22222222222222,1987,"CLE",86,0.154320987654321,0.148148148148148,0.0493827160493827,0.0246913580246914,4.58024691358025,61
"DET","AL",1987,896,735,98,0.349,0.451,0.272,1,1,3,162,NA,NA,"YES","DET","DET - 1987",954,30,1987,"Detroit Tigers","AL East",162,98,64,0,0.605,0.59,"1st of 7","--","Lost ALCS (4-1)",896,735,2061830,31.1,29.5,37,14,"A.Trammell (8.2)","S.Anderson (98-64)","Detroit Tigers",8.2,"DET",601,"DET",14,29.5,4.54,98,64,0.605,4.02,162,162,129,33,10,8,31,1456,1430,735,651,180,563,61,976,33,6,72,6267,106,4.37,1.369,8.8,1.1,3.5,6,1.73,7.18518518518519,1987,"DET",106,0.191358024691358,0.203703703703704,0.0617283950617284,0.0493827160493827,5.53086419753086,98
"HOU","NL",1987,648,678,76,0.318,0.373,0.253,0,NA,NA,162,NA,NA,"NO","HOU","HOU - 1987",1070,30,1987,"Houston Astros","NL West",162,76,86,0,0.469,0.479,"3rd of 6","14","",648,678,1909902,29.9,31.6,43,17,"M.Scott (5.6)","H.Lanier (76-86)","Houston Astros",5.6,"HOU",602,"HOU",17,31.6,4.19,76,86,0.469,3.84,162,162,149,13,13,4,33,1441.1,1363,678,615,141,525,61,1137,26,14,39,6114,102,3.71,1.31,8.5,0.9,3.3,7.1,2.17,6.8641975308642,1987,"HOU",102,0.203703703703704,0.0802469135802469,0.0802469135802469,0.0246913580246914,4,76
"KCR","AL",1987,715,691,83,0.328,0.412,0.262,0,NA,NA,162,NA,NA,"NO","KCR","KCR - 1987",1125,30,1987,"Kansas City Royals","AL West",162,83,79,0,0.512,0.516,"2nd of 7","2","",715,691,2392471,29.3,27.4,38,15,"B.Saberhagen (8.0)","B.Gardner (62-64) and J.Wathan (21-15)","Kansas City Royals",8,"KCR",603,"KCR",15,27.4,4.27,83,79,0.512,3.86,162,162,118,44,11,11,26,1424,1424,691,610,128,548,27,923,36,6,54,6114,118,3.97,1.385,9,0.8,3.5,5.8,1.68,7.10493827160494,1987,"KCR",118,0.160493827160494,0.271604938271605,0.0679012345679012,0.0679012345679012,4.41358024691358,83
"LAD","NL",1987,635,675,73,0.309,0.371,0.252,0,NA,NA,162,NA,NA,"NO","LAD","LAD - 1987",1229,30,1987,"Los Angeles Dodgers","NL West",162,73,89,0,0.451,0.472,"4th of 6","17","",635,675,2797409,28.2,27.9,48,18,"B.Welch (7.5)","T.Lasorda (73-89)","Los Angeles Dodgers",7.5,"LAD",604,"LAD",18,27.9,4.17,73,89,0.451,3.72,162,162,133,29,8,7,32,1455,1415,675,601,130,565,62,1097,28,18,54,6238,108,3.75,1.361,8.8,0.8,3.5,6.8,1.94,7.39506172839506,1987,"LAD",108,0.197530864197531,0.179012345679012,0.0493827160493827,0.0432098765432099,3.91975308641975,73
"MIL","AL",1987,862,817,91,0.346,0.428,0.276,0,NA,NA,162,NA,NA,"NO","MIL","MIL - 1987",1386,30,1987,"Milwaukee Brewers","AL East",162,91,71,0,0.562,0.525,"3rd of 7","7","",862,817,1909244,27.4,26.2,37,17,"T.Higuera (6.5)","T.Trebelhorn (91-71)","Milwaukee Brewers",6.5,"MIL",605,"MIL",17,26.2,5.04,91,71,0.562,4.62,162,162,134,28,6,5,45,1464,1548,817,752,169,529,33,1039,26,8,45,6345,99,4.09,1.419,9.5,1,3.3,6.4,1.96,7.01234567901235,1987,"MIL",99,0.277777777777778,0.172839506172839,0.037037037037037,0.0308641975308642,5.32098765432099,91
"MIN","AL",1987,786,806,85,0.328,0.43,0.261,1,4,1,162,NA,NA,"YES","MIN","MIN - 1987",1434,30,1987,"Minnesota Twins","AL West",162,85,77,0,0.525,0.489,"1st of 7","--","Won WS (4-3)",786,806,2081976,27.8,31.4,36,17,"F.Viola (8.1)","T.Kelly (85-77)","Minnesota Twins",8.1,"MIN",606,"MIN",17,31.4,4.98,85,77,0.525,4.63,162,162,146,16,4,2,39,1427.1,1465,806,734,210,564,40,990,50,10,62,6205,99,4.69,1.422,9.2,1.3,3.6,6.2,1.76,6.89506172839506,1987,"MIN",99,0.240740740740741,0.0987654320987654,0.0246913580246914,0.0123456790123457,4.85185185185185,85
